Id,SalePrice
1461,105442.4260152657
1462,132171.0614698911
1463,176753.62383496878
1464,187475.37101128814
1465,211868.39947767043
1466,170863.96045488125
1467,180564.34341583605
1468,159576.57535007776
1469,202129.77170258033
1470,117718.04694285704
1471,149461.1170127921
1472,101716.18190019456
1473,95047.81154645205
1474,141199.24615013046
1475,107262.25931863778
1476,369610.46268531354
1477,261231.08595519964
1478,331036.13626601605
1479,328291.3727127986
1480,455580.6724506255
1481,305775.627259332
1482,218431.6512012753
1483,170404.75538944564
1484,165144.13402071683
1485,196836.82345392474
1486,189271.15489606158
1487,334478.03803419566
1488,223718.47781093774
1489,203498.52345820836
1490,253881.0112400496
1491,197735.50989920448
1492,97518.36433687794
1493,219209.59825613844
1494,332894.20410623774
1495,287058.08743277146
1496,245363.89160336123
1497,168259.003890317
1498,176126.10877475078
1499,159181.27477773326
1500,151709.71185289125
1501,191972.9840647158
1502,139742.0713962242
1503,309620.60339300625
1504,240495.10366440576
1505,225601.13921219972
1506,187782.23451482086
1507,237579.5378556823
1508,193235.45723157754
1509,154435.2151410316
1510,144227.9579868514
1511,159521.2881812551
1512,172184.25842259597
1513,159592.6732409044
1514,156496.82014259492
1515,204563.10541414487
1516,166915.14890871698
1517,171554.30717933684
1518,119510.62992285745
1519,206989.17456202465
1520,125078.82755674992
1521,130824.19680724101
1522,189670.61727978417
1523,108022.007112497
1524,115200.25616517797
1525,119091.53559556603
1526,111810.0299717472
1527,108241.68434189341
1528,126129.6247059303
1529,154608.5177674187
1530,206900.66084985418
1531,141297.78554609447
1532,93383.21562080702
1533,147938.27009797946
1534,124517.82035886892
1535,140433.87734099373
1536,92821.23725404817
1537,50064.51972229866
1538,155445.8569721615
1539,208629.36794506287
1540,114173.02191418677
1541,131527.31340662175
1542,149687.62179368752
1543,170828.06620262307
1544,91161.14347865421
1545,121437.69890901726
1546,148809.94631227973
1547,139659.51707760204
1548,147610.47228496836
1549,127798.82007518038
1550,148099.50300328765
1551,101759.12849328341
1552,155950.36322651658
1553,140140.49435031804
1554,121774.81234709796
1555,152070.3908984831
1556,78241.80460565211
1557,120613.31587426807
1558,103596.83928761393
1559,65173.787776015175
1560,133785.48711667623
1561,64385.88375618559
1562,126793.1868376066
1563,128755.91238950746
1564,157958.43387675588
1565,146510.42969793064
1566,228758.56427426246
1567,69828.11308984796
1568,225998.7103856936
1569,125783.50230472878
1570,139610.57585169992
1571,88743.9103637375
1572,131345.28817708784
1573,242698.72056114278
1574,134509.86071702704
1575,236524.6799166504
1576,248659.47675204618
1577,187936.99588485318
1578,161089.807632378
1579,137635.98279830086
1580,197877.5148328095
1581,160214.15492057346
1582,138816.86007968982
1583,266404.652258654
1584,214446.10116814467
1585,135546.2504645342
1586,81954.06200356904
1587,119890.93323632446
1588,163607.72233367205
1589,100775.47007103922
1590,126223.5050093694
1591,76461.50116445555
1592,132695.46234800608
1593,142870.21230663388
1594,160894.22666812112
1595,112377.60331912141
1596,220505.54322442698
1597,213059.7562470482
1598,221783.5436482124
1599,180730.0738680454
1600,165541.07350227766
1601,56971.225089704036
1602,120917.60899628699
1603,56554.56597350922
1604,276313.249850604
1605,221974.6896225433
1606,153455.0536245139
1607,177890.57489432447
1608,211478.9972294101
1609,191409.61399037525
1610,156440.9493509655
1611,135783.18554844084
1612,179925.77503960836
1613,154807.35943700885
1614,149024.76458902244
1615,87576.03767401382
1616,60435.18042115786
1617,82600.92144851113
1618,134162.89402866067
1619,148553.60499584326
1620,167490.74433014588
1621,122477.96837502212
1622,145915.94719579822
1623,248523.4634993441
1624,190909.08351486188
1625,112721.11244116671
1626,172864.3642875788
1627,184142.43005256663
1628,274831.8354998071
1629,190046.10918406246
1630,349227.8810503108
1631,260729.90169097343
1632,250283.2235985125
1633,191211.7059646466
1634,184328.7173743961
1635,175034.54503234522
1636,146942.94006128423
1637,190971.00929201837
1638,168554.38396794972
1639,181040.25292219932
1640,236861.58465246268
1641,181586.79604340036
1642,266259.78810638125
1643,208538.16817304812
1644,235311.3402686325
1645,217570.56478253612
1646,165282.758474788
1647,163632.48615906626
1648,127125.2680049616
1649,131596.22035642422
1650,115127.50808270642
1651,116025.90867291903
1652,101534.13623637252
1653,103120.02930687816
1654,144694.42669765046
1655,138435.8960063632
1656,142176.86322409252
1657,154319.92607831338
1658,146513.18769285653
1659,127254.61407178926
1660,149813.84103721025
1661,427366.0901064772
1662,390003.8756296535
1663,382373.71490724874
1664,518035.4238464692
1665,336164.25366105
1666,318297.8521707583
1667,352769.1706933279
1668,369580.46083530784
1669,331606.792011686
1670,363627.17752498196
1671,266223.22868465877
1672,394614.32594012533
1673,297365.4840917274
1674,250967.97563397445
1675,207117.3033724678
1676,211131.24753727095
1677,219521.91988880362
1678,453604.3980498477
1679,383148.40245682537
1680,335239.19767119235
1681,287710.8052680334
1682,327815.5597326546
1683,195627.78114149923
1684,170450.6611316956
1685,173177.31948387658
1686,168266.56623366143
1687,168962.9580243986
1688,180119.12130360288
1689,184775.01370237517
1690,193579.7923423329
1691,184120.38552329014
1692,264947.39132459386
1693,184534.69399347057
1694,184840.63054121175
1695,182332.98750004242
1696,248454.938889097
1697,187805.75795504864
1698,333787.6759415739
1699,340777.2241998438
1700,274397.12119356636
1701,287721.2023146552
1702,230316.88716195925
1703,227527.1134085139
1704,263647.56824305985
1705,256827.77543935136
1706,216895.04580393003
1707,234536.55592103326
1708,203765.62233242212
1709,246875.941624042
1710,229385.7716477709
1711,275270.7507200637
1712,250671.37210499027
1713,279583.58610842586
1714,212215.00923402794
1715,214451.9036435351
1716,177390.58568813052
1717,177443.31510311487
1718,136538.46281533525
1719,226523.313228679
1720,167585.39501434972
1721,144205.6076805782
1722,105990.97270058095
1723,148644.0455340108
1724,211248.9359621114
1725,247392.35130793357
1726,189681.31542154436
1727,162535.80979577696
1728,172430.26949280727
1729,182005.43859319296
1730,169536.98661423323
1731,118246.62509886955
1732,128918.79378014861
1733,109989.17554632167
1734,127696.40870494494
1735,110031.28313834372
1736,98247.04568404716
1737,274398.1413821507
1738,270267.3138831033
1739,258025.82029617208
1740,204535.54259901115
1741,182530.46140066872
1742,173849.11174574355
1743,168231.04939839395
1744,330357.6230310997
1745,212065.30386753898
1746,219172.24772889796
1747,220363.56885217107
1748,219723.96978640155
1749,136059.9188236721
1750,121823.32788063912
1751,228825.69588203327
1752,115131.67683459149
1753,148280.3479578251
1754,197180.9992012644
1755,168224.10954487365
1756,146406.50067420152
1757,119987.51499779767
1758,146534.45079605526
1759,161508.111356351
1760,154483.0681212693
1761,146406.17568320676
1762,192572.14216467232
1763,181256.3454765248
1764,116707.31671047589
1765,163039.474768974
1766,192721.72591969854
1767,215856.42073174258
1768,136195.5383140322
1769,164008.88333934557
1770,155947.61842725024
1771,123808.83784366882
1772,141688.58998662437
1773,120525.67832715838
1774,151455.89140620088
1775,152788.392192039
1776,144053.95640730753
1777,109931.0931213738
1778,146800.79334758973
1779,135180.7729583162
1780,165253.77184259257
1781,123151.19209779298
1782,78261.1348961388
1783,132647.4838137825
1784,94264.9381018682
1785,136158.4416175937
1786,137819.78988492186
1787,159089.0430485527
1788,41150.626154011465
1789,95171.20492575137
1790,68215.3042302694
1791,200170.59119080845
1792,161194.28390518064
1793,133762.56329532998
1794,165787.50835895952
1795,140015.53694378544
1796,157966.94873186242
1797,115927.7597617333
1798,127178.0846179949
1799,104486.27969397552
1800,133228.9646473491
1801,122481.47750004253
1802,125898.41523363016
1803,155944.21033359884
1804,129706.17588420073
1805,139395.72010189155
1806,128335.96404894808
1807,160510.92673572153
1808,126539.41497894074
1809,129789.8214813068
1810,137546.10780919826
1811,110423.37742166076
1812,98679.532833178
1813,124605.20292248507
1814,104422.76021091914
1815,60207.3690804271
1816,90574.0412367006
1817,101140.75579092797
1818,165504.29439053393
1819,128682.09703770065
1820,17129.34066876548
1821,125535.1770340876
1822,151329.4287294118
1823,40518.570147402235
1824,143583.28434408264
1825,152499.05519907112
1826,97175.95382683654
1827,108540.79949405114
1828,146997.76850703987
1829,144696.43738819443
1830,154808.83424785518
1831,154283.43698104803
1832,23940.108188002894
1833,155626.1074711624
1834,107872.70628545858
1835,83738.11082440685
1836,131789.92243342643
1837,74149.45676827291
1838,121341.86421908258
1839,114690.72223870765
1840,162401.75090906786
1841,135257.44935027027
1842,94464.7070946371
1843,123570.82340227888
1844,163886.0416459674
1845,153118.00790431525
1846,149635.7029309502
1847,164866.0112903493
1848,35015.328734886774
1849,146668.23885119648
1850,122162.0649695202
1851,136765.57790171495
1852,119403.10302136111
1853,104073.10877912352
1854,156346.70502798533
1855,159997.87585620774
1856,220651.54466012184
1857,151056.86424532044
1858,155511.57030510897
1859,130342.66065273277
1860,140790.96733413928
1861,129338.14911799046
1862,316461.4150383428
1863,304068.34348033764
1864,304084.84495648835
1865,355829.25340900104
1866,344120.58340764605
1867,212777.69392053003
1868,284436.12172003975
1869,209260.7624052271
1870,220161.98029420857
1871,267286.08929158165
1872,175151.2656414467
1873,232533.1440000881
1874,153298.1160768813
1875,198817.71921722504
1876,202826.70469839574
1877,201182.7181508725
1878,197307.36037198256
1879,140364.05121350626
1880,133725.98438780854
1881,230028.5010217707
1882,232561.25261947408
1883,185366.58273346006
1884,197538.03586045426
1885,220903.0650274178
1886,280227.7818188942
1887,215746.33294784074
1888,250379.55775306068
1889,169206.2618763948
1890,107777.24384238734
1891,102336.04444799887
1892,104843.885806203
1893,127266.98624962993
1894,108771.3918731432
1895,135545.35273516353
1896,125009.79962879047
1897,109896.34234699537
1898,100005.55376681348
1899,160247.39108840853
1900,168108.45030246122
1901,197410.88418595912
1902,171225.42233543767
1903,232635.32425697177
